,ab,acceptance,id_guest,id_host,id_listing,m_first_message_length,message_length_level,ts_interaction_first,week_of_year,month,day_of_week
2036,0,Control 0,4266,1276,3340,368.0,400.0,2013-09-15 09:37:00,37,9,6
4997,1,Treatment 0,4337,2655,3338,385.0,400.0,2013-09-15 11:56:00,37,9,6
4998,1,Treatment 0,8389,2142,670,583.0,625.0,2013-09-15 13:09:00,37,9,6
8022,0,Control 0,2489,1050,2031,113.0,70.0,2013-09-15 15:04:00,37,9,6
8023,1,Treatment 1,7234,1665,2612,772.0,875.0,2013-09-15 15:51:00,37,9,6
8024,0,Control 0,3954,1024,917,381.0,400.0,2013-09-15 17:11:00,37,9,6
2037,0,Control 0,6425,184,100,200.0,220.0,2013-09-15 17:31:00,37,9,6
8025,1,Treatment 1,457,2725,1632,440.0,400.0,2013-09-15 17:58:00,37,9,6
8869,0,Control 0,5653,1433,2882,0.0,0.0,2013-09-15 18:09:00,37,9,6
2038,0,Control 0,1805,2957,278,573.0,625.0,2013-09-15 18:28:00,37,9,6
4999,1,Treatment 0,7495,1307,3590,240.0,220.0,2013-09-15 19:31:00,37,9,6
8026,1,Treatment 0,4463,1191,4290,202.0,220.0,2013-09-15 19:53:00,37,9,6
5000,0,Control 0,8555,730,3818,336.0,400.0,2013-09-15 22:04:00,37,9,6
8027,0,Control 0,466,3265,3094,303.0,400.0,2013-09-15 22:12:00,37,9,6
5001,0,Control 0,264,3497,2209,270.0,220.0,2013-09-15 22:33:00,37,9,6
5002,1,Treatment 0,6563,3571,3365,340.0,400.0,2013-09-15 22:49:00,37,9,6
8028,1,Treatment 0,5893,98,4363,169.0,220.0,2013-09-15 22:58:00,37,9,6
8029,0,Control 0,3445,1674,248,226.0,220.0,2013-09-15 23:05:00,37,9,6
8030,1,Treatment 1,4501,1613,3148,416.0,400.0,2013-09-15 23:12:00,37,9,6
5004,0,Control 0,6675,2620,2098,408.0,400.0,2013-09-16 02:31:00,38,9,0
5005,1,Treatment 0,6925,2680,48,1142.0,1500.0,2013-09-16 05:09:00,38,9,0
2040,0,Control 0,2909,844,2520,369.0,400.0,2013-09-16 05:14:00,38,9,0
8870,1,Treatment 1,2520,2166,3635,140.0,140.0,2013-09-16 07:45:00,38,9,0
5006,1,Treatment 0,7290,41,1013,377.0,400.0,2013-09-16 08:53:00,38,9,0
2041,1,Treatment 0,5948,2961,2302,811.0,875.0,2013-09-16 10:03:00,38,9,0
8032,0,Control 1,7514,566,1050,174.0,220.0,2013-09-16 13:54:00,38,9,0
2042,0,Control 1,3617,522,2150,306.0,400.0,2013-09-16 14:56:00,38,9,0
2043,0,Control 1,2540,1294,939,248.0,220.0,2013-09-16 16:48:00,38,9,0
2044,0,Control 0,982,3315,1793,179.0,220.0,2013-09-16 17:15:00,38,9,0
2045,0,Control 1,8665,3436,1543,443.0,400.0,2013-09-16 17:45:00,38,9,0
8033,0,Control 0,5695,2100,2213,387.0,400.0,2013-09-16 17:58:00,38,9,0
5007,1,Treatment 0,2214,2714,3155,140.0,140.0,2013-09-16 18:02:00,38,9,0
8034,0,Control 1,6620,1857,3517,40.0,70.0,2013-09-16 19:04:00,38,9,0
5008,1,Treatment 0,4769,1376,3144,1036.0,1500.0,2013-09-16 19:48:00,38,9,0
2047,1,Treatment 0,4498,674,1337,324.0,400.0,2013-09-16 20:06:00,38,9,0
8035,1,Treatment 0,4282,530,1554,206.0,220.0,2013-09-16 20:20:00,38,9,0
2048,1,Treatment 0,1054,474,895,295.0,220.0,2013-09-16 20:44:00,38,9,0
5009,1,Treatment 0,4768,797,4300,788.0,875.0,2013-09-16 21:36:00,38,9,0
5010,0,Control 0,4114,2415,1884,158.0,220.0,2013-09-16 23:34:00,38,9,0
2861,1,Treatment 1,4258,942,1893,140.0,140.0,2013-09-17 01:02:00,38,9,1
8036,0,Control 1,7152,499,240,908.0,875.0,2013-09-17 03:09:00,38,9,1
5011,1,Treatment 0,5735,797,4300,358.0,400.0,2013-09-17 03:45:00,38,9,1
8037,1,Treatment 1,6581,1836,3016,194.0,220.0,2013-09-17 04:34:00,38,9,1
5012,0,Control 0,906,2982,1391,295.0,220.0,2013-09-17 04:52:00,38,9,1
8038,0,Control 1,7858,1912,3667,150.0,220.0,2013-09-17 05:28:00,38,9,1
2050,0,Control 1,6349,2971,2830,456.0,400.0,2013-09-17 06:28:00,38,9,1
2051,0,Control 1,5547,3596,4425,147.0,220.0,2013-09-17 06:39:00,38,9,1
5013,0,Control 1,6934,290,3411,295.0,220.0,2013-09-17 06:58:00,38,9,1
8039,0,Control 0,5780,1926,2992,426.0,400.0,2013-09-17 07:28:00,38,9,1
8040,0,Control 0,93,2741,1989,479.0,400.0,2013-09-17 09:12:00,38,9,1
5014,1,Treatment 0,3537,904,2822,323.0,400.0,2013-09-17 15:03:00,38,9,1
8041,0,Control 0,655,1167,2557,463.0,400.0,2013-09-17 15:28:00,38,9,1
2052,1,Treatment 0,4759,2099,1044,247.0,220.0,2013-09-17 15:52:00,38,9,1
5015,0,Control 0,4104,1311,1069,510.0,625.0,2013-09-17 16:56:00,38,9,1
5016,1,Treatment 0,4262,177,2337,521.0,625.0,2013-09-17 18:59:00,38,9,1
2053,1,Treatment 0,7751,1660,1410,257.0,220.0,2013-09-17 19:51:00,38,9,1
8042,0,Control 1,5620,1107,1968,481.0,400.0,2013-09-17 20:55:00,38,9,1
5018,1,Treatment 1,7083,1406,4213,309.0,400.0,2013-09-17 21:27:00,38,9,1
8043,0,Control 0,8867,1019,3589,162.0,220.0,2013-09-17 21:41:00,38,9,1
5019,1,Treatment 0,2177,3392,1896,441.0,400.0,2013-09-17 23:12:00,38,9,1
5020,1,Treatment 1,2658,2166,1932,398.0,400.0,2013-09-18 00:30:00,38,9,2
5021,0,Control 0,4629,1675,1740,244.0,220.0,2013-09-18 02:47:00,38,9,2
8045,1,Treatment 1,8841,20,4231,157.0,220.0,2013-09-18 04:34:00,38,9,2
8046,0,Control 0,7140,530,2804,131.0,70.0,2013-09-18 05:21:00,38,9,2
2055,1,Treatment 0,4514,917,143,244.0,220.0,2013-09-18 05:39:00,38,9,2
8047,0,Control 0,28,3561,3774,241.0,220.0,2013-09-18 05:51:00,38,9,2
5022,1,Treatment 1,534,3381,4185,155.0,220.0,2013-09-18 06:06:00,38,9,2
2863,0,Control 0,7995,2515,2422,0.0,0.0,2013-09-18 06:06:00,38,9,2
8048,0,Control 1,7444,3509,3955,230.0,220.0,2013-09-18 06:45:00,38,9,2
5023,0,Control 1,2250,615,3259,177.0,220.0,2013-09-18 08:06:00,38,9,2
5024,0,Control 1,7102,3083,4085,383.0,400.0,2013-09-18 09:54:00,38,9,2
8049,1,Treatment 1,5091,177,2337,274.0,220.0,2013-09-18 10:48:00,38,9,2
8050,1,Treatment 0,1758,2594,1513,169.0,220.0,2013-09-18 11:42:00,38,9,2
8051,0,Control 0,2628,3598,1880,252.0,220.0,2013-09-18 12:59:00,38,9,2
8052,1,Treatment 0,7219,2067,1779,257.0,220.0,2013-09-18 14:31:00,38,9,2
8053,1,Treatment 0,4606,2858,730,212.0,220.0,2013-09-18 14:49:00,38,9,2
5025,1,Treatment 0,439,2001,3236,470.0,400.0,2013-09-18 14:55:00,38,9,2
8054,0,Control 1,8252,1016,90,124.0,70.0,2013-09-18 15:02:00,38,9,2
8055,1,Treatment 0,5577,2239,2429,725.0,625.0,2013-09-18 16:04:00,38,9,2
8056,0,Control 0,805,829,1239,197.0,220.0,2013-09-18 17:04:00,38,9,2
2056,1,Treatment 0,1019,2400,3661,296.0,220.0,2013-09-18 17:26:00,38,9,2
5026,1,Treatment 0,303,3109,452,308.0,400.0,2013-09-18 18:52:00,38,9,2
2057,0,Control 0,6544,716,1490,131.0,70.0,2013-09-18 18:57:00,38,9,2
8059,1,Treatment 1,7368,657,2340,533.0,625.0,2013-09-18 19:34:00,38,9,2
5027,1,Treatment 1,8314,1518,3559,791.0,875.0,2013-09-18 20:05:00,38,9,2
8060,1,Treatment 0,4890,1290,2082,166.0,220.0,2013-09-18 21:06:00,38,9,2
5028,0,Control 1,5055,1157,3507,308.0,400.0,2013-09-18 21:34:00,38,9,2
5029,0,Control 1,1253,3515,2235,493.0,400.0,2013-09-18 21:42:00,38,9,2
8061,1,Treatment 1,7872,2742,3073,475.0,400.0,2013-09-18 21:53:00,38,9,2
8062,0,Control 0,346,2948,1392,186.0,220.0,2013-09-18 21:58:00,38,9,2
8063,1,Treatment 1,6571,2854,163,227.0,220.0,2013-09-18 22:08:00,38,9,2
2058,0,Control 0,8912,2193,3472,195.0,220.0,2013-09-18 22:33:00,38,9,2
5030,0,Control 0,2184,2155,4004,332.0,400.0,2013-09-18 22:35:00,38,9,2
2059,1,Treatment 0,5178,2408,2890,224.0,220.0,2013-09-18 22:36:00,38,9,2
5031,0,Control 0,2225,287,3386,226.0,220.0,2013-09-18 22:42:00,38,9,2
8871,1,Treatment 1,6279,2740,4432,150.0,220.0,2013-09-19 01:39:00,38,9,3
5032,0,Control 0,1623,3223,813,305.0,400.0,2013-09-19 02:37:00,38,9,3
8065,1,Treatment 1,8116,3638,1486,173.0,220.0,2013-09-19 02:55:00,38,9,3
5033,1,Treatment 0,2954,1455,3688,229.0,220.0,2013-09-19 04:21:00,38,9,3
2060,0,Control 0,2311,2751,3415,459.0,400.0,2013-09-19 04:40:00,38,9,3
2061,0,Control 0,3330,530,1749,270.0,220.0,2013-09-19 04:48:00,38,9,3
2864,0,Control 1,1601,3068,2384,0.0,-50.0,2013-09-19 04:59:00,38,9,3
2062,1,Treatment 1,3229,3135,1182,420.0,400.0,2013-09-19 05:24:00,38,9,3
5034,1,Treatment 0,6779,1378,1437,226.0,220.0,2013-09-19 06:51:00,38,9,3
8066,1,Treatment 0,1718,3417,1924,226.0,220.0,2013-09-19 07:12:00,38,9,3
2063,1,Treatment 0,3199,1043,2184,260.0,220.0,2013-09-19 12:24:00,38,9,3
2064,1,Treatment 0,58,867,706,227.0,220.0,2013-09-19 13:54:00,38,9,3
8067,0,Control 0,2509,1720,1820,131.0,70.0,2013-09-19 17:27:00,38,9,3
2066,0,Control 0,2565,3618,1677,219.0,220.0,2013-09-19 17:35:00,38,9,3
2067,1,Treatment 1,5654,1090,1729,376.0,400.0,2013-09-19 17:59:00,38,9,3
8068,0,Control 0,4325,1431,1015,70.0,70.0,2013-09-19 18:06:00,38,9,3
8069,0,Control 0,6352,1455,3688,214.0,220.0,2013-09-19 18:08:00,38,9,3
5036,1,Treatment 0,5461,3256,67,323.0,400.0,2013-09-19 18:09:00,38,9,3
2068,0,Control 0,3080,2618,441,223.0,220.0,2013-09-19 18:36:00,38,9,3
8070,1,Treatment 0,8326,3448,3856,166.0,220.0,2013-09-19 20:25:00,38,9,3
5037,0,Control 0,9002,431,298,532.0,625.0,2013-09-19 20:27:00,38,9,3
8071,0,Control 0,2820,626,3063,124.0,70.0,2013-09-19 20:47:00,38,9,3
2069,0,Control 0,6362,2776,4046,221.0,220.0,2013-09-19 21:19:00,38,9,3
2070,1,Treatment 1,630,2090,3985,679.0,625.0,2013-09-19 22:18:00,38,9,3
2071,0,Control 1,9078,579,1565,79.0,70.0,2013-09-19 22:34:00,38,9,3
8072,0,Control 0,8181,712,3952,253.0,220.0,2013-09-19 23:14:00,38,9,3
5038,1,Treatment 0,4909,1464,414,543.0,625.0,2013-09-19 23:52:00,38,9,3
8073,0,Control 0,1233,166,392,171.0,220.0,2013-09-19 23:56:00,38,9,3
8074,0,Control 0,7403,924,1454,398.0,400.0,2013-09-20 00:00:00,38,9,4
2072,0,Control 0,3043,3061,385,423.0,400.0,2013-09-20 00:30:00,38,9,4
2073,0,Control 0,20,3425,4098,511.0,625.0,2013-09-20 00:35:00,38,9,4
8075,0,Control 0,3951,112,1629,455.0,400.0,2013-09-20 00:52:00,38,9,4
5039,0,Control 1,1796,2944,2831,135.0,70.0,2013-09-20 01:06:00,38,9,4
2074,0,Control 1,270,2504,2099,181.0,220.0,2013-09-20 01:23:00,38,9,4
2075,1,Treatment 0,7611,1988,4383,345.0,400.0,2013-09-20 02:10:00,38,9,4
8076,1,Treatment 0,6773,1203,1153,295.0,220.0,2013-09-20 02:12:00,38,9,4
8077,0,Control 1,3024,2651,3537,242.0,220.0,2013-09-20 02:21:00,38,9,4
5041,0,Control 1,6873,1487,2318,173.0,220.0,2013-09-20 06:11:00,38,9,4
2076,0,Control 1,8735,2146,3917,589.0,625.0,2013-09-20 12:30:00,38,9,4
2077,0,Control 1,2760,2374,4126,949.0,875.0,2013-09-20 16:12:00,38,9,4
2078,1,Treatment 0,959,357,1728,189.0,220.0,2013-09-20 16:17:00,38,9,4
2079,0,Control 0,6157,3458,3103,478.0,400.0,2013-09-20 16:27:00,38,9,4
5042,1,Treatment 1,3770,2418,1517,240.0,220.0,2013-09-20 16:48:00,38,9,4
5043,0,Control 1,1198,2984,1557,639.0,625.0,2013-09-20 17:28:00,38,9,4
8078,1,Treatment 0,7150,1042,2999,155.0,220.0,2013-09-20 17:38:00,38,9,4
8079,0,Control 0,6783,3109,452,288.0,220.0,2013-09-20 19:03:00,38,9,4
5045,1,Treatment 0,7071,2513,69,708.0,625.0,2013-09-20 19:19:00,38,9,4
2865,0,Control 0,5329,3422,3655,0.0,0.0,2013-09-20 20:16:00,38,9,4
2080,0,Control 1,3871,128,2063,172.0,220.0,2013-09-20 20:32:00,38,9,4
8080,0,Control 1,4832,2534,1663,210.0,220.0,2013-09-20 20:43:00,38,9,4
5046,0,Control 0,545,1832,755,285.0,220.0,2013-09-20 21:30:00,38,9,4
2082,0,Control 0,8301,1998,1415,220.0,220.0,2013-09-20 22:18:00,38,9,4
5047,1,Treatment 0,142,2989,3528,231.0,220.0,2013-09-21 00:12:00,38,9,5
5048,0,Control 0,4146,129,1730,591.0,625.0,2013-09-21 01:30:00,38,9,5
5049,0,Control 0,6454,136,166,101.0,70.0,2013-09-21 02:06:00,38,9,5
5050,0,Control 1,1057,3004,180,675.0,625.0,2013-09-21 02:47:00,38,9,5
8082,0,Control 0,7272,3439,4047,121.0,70.0,2013-09-21 03:04:00,38,9,5
5051,0,Control 0,2212,3414,1887,509.0,625.0,2013-09-21 04:52:00,38,9,5
2083,0,Control 0,3611,719,4304,408.0,400.0,2013-09-21 06:23:00,38,9,5
8083,0,Control 0,4877,2270,4078,789.0,875.0,2013-09-21 07:55:00,38,9,5
2084,0,Control 0,7459,2360,512,89.0,70.0,2013-09-21 09:14:00,38,9,5
8084,1,Treatment 0,4973,2955,1999,719.0,625.0,2013-09-21 10:51:00,38,9,5
2085,1,Treatment 1,7181,85,178,802.0,875.0,2013-09-21 11:02:00,38,9,5
5052,0,Control 0,6504,1366,2747,515.0,625.0,2013-09-21 14:04:00,38,9,5
8085,0,Control 1,948,238,3764,519.0,625.0,2013-09-21 14:26:00,38,9,5
5053,1,Treatment 0,6511,816,2247,232.0,220.0,2013-09-21 14:43:00,38,9,5
5054,0,Control 1,8359,3388,2560,116.0,70.0,2013-09-21 17:24:00,38,9,5
5055,0,Control 1,7568,1411,1531,444.0,400.0,2013-09-21 19:03:00,38,9,5
8086,0,Control 0,8798,2634,4324,63.0,70.0,2013-09-21 19:52:00,38,9,5
5056,0,Control 1,5680,3220,84,124.0,70.0,2013-09-21 20:05:00,38,9,5
2086,1,Treatment 0,1479,2680,48,297.0,220.0,2013-09-21 23:14:00,38,9,5
8088,1,Treatment 1,6013,1963,2497,292.0,220.0,2013-09-21 23:15:00,38,9,5
5058,1,Treatment 1,1321,2394,4348,272.0,220.0,2013-09-21 23:40:00,38,9,5
8089,1,Treatment 0,8229,2820,1783,271.0,220.0,2013-09-21 23:52:00,38,9,5
2087,1,Treatment 0,4402,3591,4375,339.0,400.0,2013-09-22 01:15:00,38,9,6
5821,0,Control 0,5898,1478,3424,0.0,-50.0,2013-09-22 02:07:00,38,9,6
8090,0,Control 0,5074,2191,3626,769.0,875.0,2013-09-22 02:32:00,38,9,6
5059,1,Treatment 0,396,1930,3372,209.0,220.0,2013-09-22 03:04:00,38,9,6
2088,1,Treatment 0,2671,1218,1675,283.0,220.0,2013-09-22 05:20:00,38,9,6
5060,0,Control 0,925,917,3071,339.0,400.0,2013-09-22 06:30:00,38,9,6
8091,0,Control 1,1090,1600,4390,362.0,400.0,2013-09-22 11:29:00,38,9,6
5061,0,Control 1,3675,3376,3700,466.0,400.0,2013-09-22 13:10:00,38,9,6
5062,0,Control 0,8694,1276,2543,196.0,220.0,2013-09-22 13:48:00,38,9,6
2089,0,Control 0,4257,1010,514,447.0,400.0,2013-09-22 14:43:00,38,9,6
5063,0,Control 1,9008,1128,3983,85.0,70.0,2013-09-22 16:27:00,38,9,6
5064,1,Treatment 0,1493,2359,1644,540.0,625.0,2013-09-22 17:13:00,38,9,6
2090,1,Treatment 0,2323,2582,4388,543.0,625.0,2013-09-22 17:18:00,38,9,6
2091,1,Treatment 0,6959,2191,144,287.0,220.0,2013-09-22 17:25:00,38,9,6
5065,0,Control 1,4591,3235,3448,443.0,400.0,2013-09-22 19:38:00,38,9,6
8092,1,Treatment 1,5548,1526,855,523.0,625.0,2013-09-22 19:41:00,38,9,6
2092,1,Treatment 0,3915,3334,1329,369.0,400.0,2013-09-22 19:43:00,38,9,6
8093,0,Control 1,9047,2991,364,190.0,220.0,2013-09-22 20:06:00,38,9,6
2093,1,Treatment 1,5170,308,1523,352.0,400.0,2013-09-22 20:06:00,38,9,6
2866,1,Treatment 1,6256,3477,1794,150.0,220.0,2013-09-22 20:09:00,38,9,6
5066,0,Control 0,1754,129,1730,114.0,70.0,2013-09-22 20:22:00,38,9,6
8094,0,Control 1,7068,2552,1824,749.0,625.0,2013-09-22 20:26:00,38,9,6
5068,1,Treatment 0,6616,2150,2619,183.0,220.0,2013-09-22 21:32:00,38,9,6
2094,0,Control 0,2998,955,2608,405.0,400.0,2013-09-22 22:43:00,38,9,6
2867,1,Treatment 0,2471,530,984,140.0,140.0,2013-09-22 23:17:00,38,9,6
2095,1,Treatment 0,8313,3309,3432,299.0,220.0,2013-09-22 23:22:00,38,9,6
5069,0,Control 0,6730,2980,2393,143.0,140.0,2013-09-22 23:42:00,38,9,6
8095,0,Control 1,1851,1952,1978,541.0,625.0,2013-09-23 00:13:00,39,9,0
2096,1,Treatment 0,893,2328,234,342.0,400.0,2013-09-23 00:15:00,39,9,0
8096,1,Treatment 0,5705,2057,484,375.0,400.0,2013-09-23 00:38:00,39,9,0
5822,1,Treatment 0,4522,853,1684,140.0,140.0,2013-09-23 00:43:00,39,9,0
5070,1,Treatment 0,238,2418,1517,181.0,220.0,2013-09-23 01:56:00,39,9,0
5071,1,Treatment 0,3297,3444,669,510.0,625.0,2013-09-23 02:34:00,39,9,0
8097,0,Control 0,5345,2772,3175,570.0,625.0,2013-09-23 02:48:00,39,9,0
5072,1,Treatment 0,5966,2957,278,155.0,220.0,2013-09-23 02:51:00,39,9,0
8098,1,Treatment 0,6839,3148,316,313.0,400.0,2013-09-23 03:16:00,39,9,0
5073,0,Control 0,6560,50,1626,856.0,875.0,2013-09-23 04:38:00,39,9,0
2099,0,Control 0,5612,1667,3457,213.0,220.0,2013-09-23 06:02:00,39,9,0
5074,0,Control 0,1426,498,1131,673.0,625.0,2013-09-23 06:14:00,39,9,0
2868,0,Control 0,1582,1261,2883,0.0,-50.0,2013-09-23 06:30:00,39,9,0
5075,1,Treatment 1,6104,1126,1058,871.0,875.0,2013-09-23 06:48:00,39,9,0
5823,1,Treatment 0,2461,1261,657,150.0,220.0,2013-09-23 06:56:00,39,9,0
8100,1,Treatment 0,4040,1024,917,426.0,400.0,2013-09-23 07:02:00,39,9,0
5076,0,Control 1,2062,1411,4237,60.0,70.0,2013-09-23 07:04:00,39,9,0
8101,0,Control 1,3518,3464,2295,136.0,70.0,2013-09-23 07:35:00,39,9,0
8102,0,Control 0,7728,2966,2152,508.0,625.0,2013-09-23 08:40:00,39,9,0
5824,0,Control 0,94,2698,151,0.0,-50.0,2013-09-23 12:08:00,39,9,0
2101,0,Control 0,6679,1977,3687,476.0,400.0,2013-09-23 13:18:00,39,9,0
8103,0,Control 0,3115,231,1910,191.0,220.0,2013-09-23 13:45:00,39,9,0
2102,1,Treatment 0,7174,620,2415,224.0,220.0,2013-09-23 14:08:00,39,9,0
8104,1,Treatment 1,6112,2515,2422,140.0,140.0,2013-09-23 15:49:00,39,9,0
2103,0,Control 1,7132,232,115,920.0,875.0,2013-09-23 18:10:00,39,9,0
8105,0,Control 1,6848,3067,2927,407.0,400.0,2013-09-23 18:30:00,39,9,0
2104,0,Control 0,5733,2421,4086,513.0,625.0,2013-09-23 18:38:00,39,9,0
5077,0,Control 0,2096,1317,2519,350.0,400.0,2013-09-23 19:51:00,39,9,0
5078,0,Control 0,4417,776,2708,354.0,400.0,2013-09-23 20:09:00,39,9,0
2106,0,Control 0,4833,1218,603,434.0,400.0,2013-09-23 20:41:00,39,9,0
8107,1,Treatment 0,3777,682,2993,313.0,400.0,2013-09-23 20:44:00,39,9,0
2107,1,Treatment 0,97,3331,3541,363.0,400.0,2013-09-23 20:58:00,39,9,0
8108,0,Control 1,7705,1267,2558,313.0,400.0,2013-09-23 21:27:00,39,9,0
8109,1,Treatment 0,4821,802,2724,174.0,220.0,2013-09-23 21:29:00,39,9,0
8110,1,Treatment 0,6386,2711,4389,171.0,220.0,2013-09-23 21:58:00,39,9,0
5079,0,Control 0,3963,2153,2773,121.0,70.0,2013-09-23 22:32:00,39,9,0
8111,0,Control 1,6816,1087,3097,119.0,70.0,2013-09-23 22:34:00,39,9,0
5080,0,Control 1,1260,421,1148,44.0,70.0,2013-09-23 22:57:00,39,9,0
5081,0,Control 1,3919,1805,4221,129.0,70.0,2013-09-23 23:16:00,39,9,0
8112,0,Control 0,1007,1680,2177,398.0,400.0,2013-09-23 23:40:00,39,9,0
2108,0,Control 1,7910,2365,1715,195.0,220.0,2013-09-24 01:03:00,39,9,1
5082,0,Control 0,4052,1224,2512,815.0,875.0,2013-09-24 01:58:00,39,9,1
5083,1,Treatment 0,3037,3653,2203,549.0,625.0,2013-09-24 02:18:00,39,9,1
2870,1,Treatment 0,6558,530,1554,140.0,140.0,2013-09-24 03:31:00,39,9,1
5085,1,Treatment 1,8794,1429,4281,336.0,400.0,2013-09-24 04:55:00,39,9,1
8113,0,Control 1,3638,3666,2637,123.0,70.0,2013-09-24 05:26:00,39,9,1
5086,0,Control 0,8812,3618,1677,154.0,220.0,2013-09-24 06:51:00,39,9,1
5087,1,Treatment 0,5089,2966,2152,285.0,220.0,2013-09-24 07:17:00,39,9,1
5088,0,Control 1,5411,688,3521,255.0,220.0,2013-09-24 08:21:00,39,9,1
8114,1,Treatment 0,3047,1687,3873,362.0,400.0,2013-09-24 12:39:00,39,9,1
5089,1,Treatment 1,2934,3337,2371,302.0,400.0,2013-09-24 13:45:00,39,9,1
8115,1,Treatment 0,1748,3278,928,484.0,400.0,2013-09-24 14:06:00,39,9,1
8116,0,Control 1,1960,1453,1848,422.0,400.0,2013-09-24 16:46:00,39,9,1
2109,0,Control 1,3510,1645,661,232.0,220.0,2013-09-24 17:29:00,39,9,1
2871,1,Treatment 0,8151,1026,1599,160.0,220.0,2013-09-24 17:36:00,39,9,1
8117,0,Control 1,495,2037,2956,333.0,400.0,2013-09-24 18:47:00,39,9,1
8118,1,Treatment 1,3966,2966,2152,491.0,400.0,2013-09-24 18:56:00,39,9,1
2110,1,Treatment 1,2733,319,3489,282.0,220.0,2013-09-24 18:56:00,39,9,1
5090,0,Control 0,6406,1030,2424,498.0,400.0,2013-09-24 19:39:00,39,9,1
2111,1,Treatment 0,4633,3637,3781,311.0,400.0,2013-09-24 20:07:00,39,9,1
2112,1,Treatment 0,292,780,3182,358.0,400.0,2013-09-24 20:09:00,39,9,1
5091,1,Treatment 0,965,724,317,298.0,220.0,2013-09-24 20:18:00,39,9,1
8121,1,Treatment 1,3678,315,3859,352.0,400.0,2013-09-24 20:19:00,39,9,1
8122,1,Treatment 0,7076,1321,1499,354.0,400.0,2013-09-24 21:18:00,39,9,1
8123,1,Treatment 0,6319,128,2063,571.0,625.0,2013-09-24 22:17:00,39,9,1
2113,1,Treatment 0,7532,1550,2023,641.0,625.0,2013-09-24 23:20:00,39,9,1
2114,0,Control 1,733,3446,1116,692.0,625.0,2013-09-24 23:26:00,39,9,1
5825,1,Treatment 1,5661,3417,1924,150.0,220.0,2013-09-24 23:36:00,39,9,1
5092,1,Treatment 0,3491,891,664,301.0,400.0,2013-09-25 01:11:00,39,9,2
2872,0,Control 1,1628,1595,1345,0.0,-50.0,2013-09-25 01:14:00,39,9,2
8873,1,Treatment 0,6328,2418,1517,140.0,140.0,2013-09-25 01:19:00,39,9,2
5093,0,Control 0,1524,824,2807,274.0,220.0,2013-09-25 01:34:00,39,9,2
8124,1,Treatment 0,7408,470,3840,431.0,400.0,2013-09-25 02:16:00,39,9,2
8125,1,Treatment 1,7448,3585,673,287.0,220.0,2013-09-25 03:10:00,39,9,2
8126,1,Treatment 0,3866,50,1626,256.0,220.0,2013-09-25 04:41:00,39,9,2
5095,0,Control 0,2755,276,2066,171.0,220.0,2013-09-25 04:54:00,39,9,2
5097,1,Treatment 1,2024,441,3346,295.0,220.0,2013-09-25 06:50:00,39,9,2
8127,0,Control 0,7228,1667,3457,315.0,400.0,2013-09-25 07:40:00,39,9,2
8128,1,Treatment 0,2935,1713,1899,764.0,875.0,2013-09-25 08:44:00,39,9,2
2116,1,Treatment 0,602,81,1439,257.0,220.0,2013-09-25 13:31:00,39,9,2
8130,1,Treatment 0,6033,1966,2330,379.0,400.0,2013-09-25 15:58:00,39,9,2
5098,0,Control 0,8082,3313,1036,151.0,220.0,2013-09-25 17:06:00,39,9,2
2117,0,Control 1,5107,3294,216,252.0,220.0,2013-09-25 18:02:00,39,9,2
2118,1,Treatment 0,6748,2982,1391,206.0,220.0,2013-09-25 19:02:00,39,9,2
2119,0,Control 1,4719,2306,2077,268.0,220.0,2013-09-25 20:04:00,39,9,2
2120,0,Control 1,7259,3094,879,473.0,400.0,2013-09-25 20:29:00,39,9,2
8132,1,Treatment 0,4507,1548,3444,366.0,400.0,2013-09-25 21:12:00,39,9,2
2123,0,Control 0,9,3009,209,445.0,400.0,2013-09-25 22:50:00,39,9,2
2874,0,Control 1,4989,496,2222,0.0,0.0,2013-09-25 22:50:00,39,9,2
8133,0,Control 0,2315,1773,2189,33.0,70.0,2013-09-25 23:03:00,39,9,2
2124,1,Treatment 1,2957,2708,3916,595.0,625.0,2013-09-26 01:01:00,39,9,3
2125,0,Control 0,6726,1613,3148,184.0,220.0,2013-09-26 01:02:00,39,9,3
5099,1,Treatment 0,4575,1498,1390,380.0,400.0,2013-09-26 01:30:00,39,9,3
2126,1,Treatment 0,7936,142,2687,336.0,400.0,2013-09-26 05:35:00,39,9,3
2127,0,Control 0,4225,2460,629,450.0,400.0,2013-09-26 07:19:00,39,9,3
2128,1,Treatment 1,1624,1562,1526,295.0,220.0,2013-09-26 08:46:00,39,9,3
8134,1,Treatment 1,4300,3436,1543,432.0,400.0,2013-09-26 10:37:00,39,9,3
5826,0,Control 0,1690,1359,3260,0.0,-50.0,2013-09-26 10:58:00,39,9,3
5827,1,Treatment 1,962,3540,3230,140.0,140.0,2013-09-26 11:07:00,39,9,3
5100,0,Control 0,5606,1613,3148,347.0,400.0,2013-09-26 13:22:00,39,9,3
5101,1,Treatment 1,1663,1202,609,503.0,625.0,2013-09-26 13:49:00,39,9,3
8135,1,Treatment 1,2022,1016,90,424.0,400.0,2013-09-26 14:58:00,39,9,3
2129,1,Treatment 0,7835,2181,3246,637.0,625.0,2013-09-26 17:57:00,39,9,3
8136,1,Treatment 0,8807,2454,3754,400.0,400.0,2013-09-26 19:46:00,39,9,3
